record_id,user_id,exercise_type,exercise_date,duration_minutes,calories_burned,average_heart_rate,max_heart_rate,equipment_used,created_at
1202,24,跑步,2025-11-27,54,559.9,119,131,史密斯机,2025-11-27T09:32:47.558447
1203,24,拳击,2025-11-18,112,1442.2,133,157,动感单车,2025-11-18T09:32:47.558447
1204,24,动感单车,2025-09-25,24,301.2,113,141,划船机,2025-09-25T09:32:47.558447
1205,24,游泳,2025-12-10,85,889.5,140,153,史密斯机,2025-12-10T09:32:47.558447
1206,24,拳击,2025-09-16,75,895.0,127,143,史密斯机,2025-09-16T09:32:47.558447
1207,24,瑜伽,2026-01-13,85,318.0,145,158,拳击沙袋,2026-01-13T09:32:47.558447
1208,24,瑜伽,2025-09-27,54,234.6,122,142,跑步机,2025-09-27T09:32:47.558447
1209,24,划船机,2026-01-05,98,965.2,136,154,椭圆机,2026-01-05T09:32:47.558447
1210,24,动感单车,2025-12-06,53,671.7,145,166,跑步机,2025-12-06T09:32:47.558447
1211,24,拳击,2025-12-04,23,275.7,134,164,划船机,2025-12-04T09:32:47.558447
1212,24,瑜伽,2025-10-04,91,388.7,132,162,椭圆机,2025-10-04T09:32:47.558447
1213,24,力量训练,2026-01-17,118,893.7,111,140,拳击沙袋,2026-01-17T09:32:47.558447
1214,24,力量训练,2025-12-11,48,421.3,150,174,跑步机,2025-12-11T09:32:47.558447
1215,24,划船机,2025-12-25,34,333.4,119,138,史密斯机,2025-12-25T09:32:47.558447
1216,24,拳击,2025-12-24,49,644.4,149,176,椭圆机,2025-12-24T09:32:47.558447
1217,24,普拉提,2025-10-21,87,450.1,119,145,跑步机,2025-10-21T09:32:47.558447
1218,24,动感单车,2025-09-13,30,394.6,125,141,拳击沙袋,2025-09-13T09:32:47.558447
1219,24,普拉提,2025-12-10,86,438.2,122,133,拳击沙袋,2025-12-10T09:32:47.558447
1220,24,划船机,2025-12-27,97,1041.9,125,152,拳击沙袋,2025-12-27T09:32:47.558447
1221,24,拳击,2025-11-18,71,846.5,144,173,划船机,2025-11-18T09:32:47.558447
1222,24,普拉提,2026-01-04,48,217.3,128,155,哑铃,2026-01-04T09:32:47.558447
1223,24,跑步,2025-11-29,46,451.6,131,152,瑜伽垫,2025-11-29T09:32:47.558447
1224,24,瑜伽,2025-10-11,48,193.0,126,147,椭圆机,2025-10-11T09:32:47.558447
1225,24,划船机,2025-11-25,70,668.2,147,159,龙门架,2025-11-25T09:32:47.558447
1226,24,瑜伽,2025-12-06,24,102.4,114,144,史密斯机,2025-12-06T09:32:47.558447
1227,24,瑜伽,2025-11-17,104,450.9,138,160,史密斯机,2025-11-17T09:32:47.558447
1228,24,划船机,2026-01-01,84,915.6,141,169,杠铃,2026-01-01T09:32:47.558447
1229,24,力量训练,2025-12-10,115,845.9,147,166,椭圆机,2025-12-10T09:32:47.558447
1230,24,普拉提,2025-10-04,67,317.6,138,167,哑铃,2025-10-04T09:32:47.558447
1231,24,划船机,2025-10-22,28,305.8,150,171,拳击沙袋,2025-10-22T09:32:47.558447
1232,24,瑜伽,2025-09-12,70,285.7,115,133,杠铃,2025-09-12T09:32:47.558447
1233,25,游泳,2025-10-29,51,584.4,123,148,椭圆机,2025-10-29T09:32:47.558691
1234,25,瑜伽,2025-09-04,39,168.9,111,123,杠铃,2025-09-04T09:32:47.558691
1235,25,普拉提,2025-08-18,53,286.5,132,154,龙门架,2025-08-18T09:32:47.558691
1236,25,椭圆机,2025-12-26,83,739.7,144,164,瑜伽垫,2025-12-26T09:32:47.558691
1237,25,椭圆机,2025-02-02,64,581.2,138,155,龙门架,2025-02-02T09:32:47.558691
1238,25,椭圆机,2025-05-04,40,375.4,142,156,动感单车,2025-05-04T09:32:47.558691
1239,25,游泳,2025-06-26,51,546.4,117,128,龙门架,2025-06-26T09:32:47.558691
1240,25,拳击,2025-07-21,45,642.3,123,147,跑步机,2025-07-21T09:32:47.558691
1241,25,力量训练,2026-01-04,96,822.0,133,152,椭圆机,2026-01-04T09:32:47.558691
1242,25,划船机,2025-02-03,46,496.8,117,131,杠铃,2025-02-03T09:32:47.558691
1243,25,拳击,2025-04-30,96,1217.1,112,124,划船机,2025-04-30T09:32:47.558691
1244,25,椭圆机,2025-06-07,24,227.7,140,162,瑜伽垫,2025-06-07T09:32:47.558691
1245,25,游泳,2025-10-12,110,1249.4,125,143,哑铃,2025-10-12T09:32:47.558691
1246,25,爬楼机,2025-03-18,86,921.9,147,159,跑步机,2025-03-18T09:32:47.558691
1247,25,跑步,2025-08-13,60,657.0,120,134,椭圆机,2025-08-13T09:32:47.558691
1248,25,普拉提,2025-07-03,60,289.1,141,158,杠铃,2025-07-03T09:32:47.558691
1249,25,瑜伽,2025-07-23,104,412.1,148,161,瑜伽垫,2025-07-23T09:32:47.558691
1250,25,普拉提,2025-04-25,90,486.7,149,171,龙门架,2025-04-25T09:32:47.558691
1251,25,普拉提,2025-07-28,50,233.3,121,132,瑜伽垫,2025-07-28T09:32:47.558691
1252,25,跑步,2025-12-19,47,429.6,129,159,跑步机,2025-12-19T09:32:47.558691
1253,25,游泳,2025-11-30,67,669.1,139,164,拳击沙袋,2025-11-30T09:32:47.558691
1254,25,瑜伽,2025-02-27,70,260.1,111,136,划船机,2025-02-27T09:32:47.558691
1255,25,划船机,2025-11-11,114,1053.9,144,170,动感单车,2025-11-11T09:32:47.558691
1256,25,跑步,2025-12-05,70,634.4,114,126,动感单车,2025-12-05T09:32:47.558691
1257,25,跑步,2026-01-14,74,813.3,114,133,拳击沙袋,2026-01-14T09:32:47.558691
1258,25,椭圆机,2025-05-31,65,532.3,123,144,跑步机,2025-05-31T09:32:47.558691
1259,25,跑步,2025-04-15,47,463.0,142,153,史密斯机,2025-04-15T09:32:47.558691
1260,25,划船机,2025-09-30,35,370.2,145,171,拳击沙袋,2025-09-30T09:32:47.558691
1261,25,游泳,2025-08-25,39,387.7,144,166,划船机,2025-08-25T09:32:47.558691
1262,25,椭圆机,2025-09-26,119,1121.5,121,139,瑜伽垫,2025-09-26T09:32:47.558691
1263,25,普拉提,2026-01-15,70,380.2,136,166,划船机,2026-01-15T09:32:47.558691
1264,25,椭圆机,2025-03-06,69,567.8,147,161,龙门架,2025-03-06T09:32:47.558691
1265,25,爬楼机,2025-05-02,97,1064.5,110,140,动感单车,2025-05-02T09:32:47.558691
1266,25,划船机,2026-01-19,61,602.6,142,154,椭圆机,2026-01-19T09:32:47.558691
1267,25,游泳,2025-05-03,90,972.1,146,157,动感单车,2025-05-03T09:32:47.558691
1268,25,动感单车,2025-06-20,64,815.4,134,156,动感单车,2025-06-20T09:32:47.558691
1269,25,划船机,2025-05-01,85,777.4,129,147,划船机,2025-05-01T09:32:47.558691
1270,25,普拉提,2025-07-25,97,503.7,120,140,跑步机,2025-07-25T09:32:47.558691
1271,25,力量训练,2025-09-23,29,226.9,147,168,跑步机,2025-09-23T09:32:47.558691
1272,25,拳击,2025-02-27,96,1244.0,115,128,杠铃,2025-02-27T09:32:47.558691
1273,25,游泳,2025-10-14,25,268.9,117,134,瑜伽垫,2025-10-14T09:32:47.558691
1274,25,划船机,2026-01-02,94,904.7,118,148,椭圆机,2026-01-02T09:32:47.558691
1275,25,拳击,2025-10-16,81,1046.6,139,164,龙门架,2025-10-16T09:32:47.558691
1276,25,跑步,2025-07-18,49,483.8,112,124,杠铃,2025-07-18T09:32:47.558691
1277,26,力量训练,2026-01-10,26,190.9,127,141,跑步机,2026-01-10T09:32:47.558874
1278,26,拳击,2025-11-30,53,648.4,147,172,拳击沙袋,2025-11-30T09:32:47.558874
1279,26,普拉提,2025-12-26,66,333.0,111,133,拳击沙袋,2025-12-26T09:32:47.558874
1280,26,划船机,2026-01-11,105,1061.7,125,151,龙门架,2026-01-11T09:32:47.558874
1281,26,游泳,2026-01-14,107,1238.3,113,125,龙门架,2026-01-14T09:32:47.558874
1282,26,力量训练,2025-12-23,49,396.7,127,138,杠铃,2025-12-23T09:32:47.558874
1283,26,爬楼机,2025-12-03,102,1173.6,133,147,拳击沙袋,2025-12-03T09:32:47.558874
1284,26,普拉提,2026-01-07,120,622.6,150,167,史密斯机,2026-01-07T09:32:47.558874
1285,26,力量训练,2025-12-29,41,332.1,130,155,划船机,2025-12-29T09:32:47.558874
1286,26,拳击,2025-11-30,56,683.6,124,144,瑜伽垫,2025-11-30T09:32:47.558874
1287,26,力量训练,2026-01-03,42,328.9,147,168,椭圆机,2026-01-03T09:32:47.558874
1288,26,瑜伽,2025-12-14,106,448.5,143,155,划船机,2025-12-14T09:32:47.558874
1289,26,划船机,2025-11-30,80,773.2,128,139,瑜伽垫,2025-11-30T09:32:47.558874
1290,26,拳击,2025-12-24,113,1379.5,120,146,瑜伽垫,2025-12-24T09:32:47.558874
1291,26,划船机,2026-01-01,53,551.0,149,161,龙门架,2026-01-01T09:32:47.558874
1292,26,划船机,2025-12-01,26,250.1,133,146,瑜伽垫,2025-12-01T09:32:47.558874
1293,26,游泳,2025-12-20,106,1110.0,131,152,瑜伽垫,2025-12-20T09:32:47.558874
1294,26,游泳,2025-12-11,45,517.0,122,138,动感单车,2025-12-11T09:32:47.558874
1295,26,普拉提,2025-12-23,33,176.7,121,145,跑步机,2025-12-23T09:32:47.558874
1296,26,爬楼机,2026-01-19,59,701.3,127,156,史密斯机,2026-01-19T09:32:47.558874
1297,26,普拉提,2025-12-04,81,379.2,142,171,划船机,2025-12-04T09:32:47.558874
1298,26,力量训练,2026-01-03,88,714.9,124,151,史密斯机,2026-01-03T09:32:47.558874
1299,26,瑜伽,2025-12-01,38,153.6,110,125,哑铃,2025-12-01T09:32:47.558874
1300,26,动感单车,2026-01-19,53,637.5,141,153,史密斯机,2026-01-19T09:32:47.558874
1301,26,普拉提,2026-01-19,68,359.6,144,167,杠铃,2026-01-19T09:32:47.558874
1302,26,爬楼机,2025-12-12,90,971.7,148,158,龙门架,2025-12-12T09:32:47.558874
1303,26,椭圆机,2025-12-25,117,1068.4,139,166,跑步机,2025-12-25T09:32:47.558874
1304,26,椭圆机,2025-12-09,25,238.6,111,141,动感单车,2025-12-09T09:32:47.558874
1305,26,普拉提,2026-01-08,111,514.6,119,133,划船机,2026-01-08T09:32:47.558874
1306,26,拳击,2026-01-05,110,1381.2,124,146,杠铃,2026-01-05T09:32:47.558874
1307,26,普拉提,2026-01-01,80,400.7,150,172,划船机,2026-01-01T09:32:47.558874
1308,26,椭圆机,2026-01-11,74,657.9,119,130,椭圆机,2026-01-11T09:32:47.558874
1309,26,普拉提,2025-12-29,43,219.0,138,168,动感单车,2025-12-29T09:32:47.558874
1310,26,爬楼机,2025-12-15,59,704.0,119,130,划船机,2025-12-15T09:32:47.558874
1311,26,力量训练,2025-12-30,36,286.1,134,154,跑步机,2025-12-30T09:32:47.558874
1312,26,椭圆机,2026-01-16,111,1060.5,124,150,瑜伽垫,2026-01-16T09:32:47.558874
1313,26,动感单车,2026-01-10,23,271.2,117,133,杠铃,2026-01-10T09:32:47.558874
1314,26,游泳,2025-12-30,105,1176.8,127,148,史密斯机,2025-12-30T09:32:47.558874
1315,26,划船机,2026-01-13,104,967.8,140,164,椭圆机,2026-01-13T09:32:47.558874
1316,26,游泳,2025-12-31,68,725.2,128,141,龙门架,2025-12-31T09:32:47.558874
1317,26,瑜伽,2026-01-12,114,439.1,143,172,动感单车,2026-01-12T09:32:47.558874
1318,27,游泳,2025-08-01,37,403.3,121,133,椭圆机,2025-08-01T09:32:47.559062
1319,27,跑步,2025-06-07,22,224.6,147,163,杠铃,2025-06-07T09:32:47.559062
1320,27,跑步,2025-05-19,64,588.1,147,170,史密斯机,2025-05-19T09:32:47.559062
1321,27,力量训练,2025-06-17,110,957.5,124,145,椭圆机,2025-06-17T09:32:47.559062
1322,27,椭圆机,2025-12-15,104,966.9,110,129,拳击沙袋,2025-12-15T09:32:47.559062
1323,27,划船机,2025-10-12,83,857.9,132,145,瑜伽垫,2025-10-12T09:32:47.559062
1324,27,爬楼机,2025-09-17,46,463.3,134,144,史密斯机,2025-09-17T09:32:47.559062
1325,27,动感单车,2025-09-14,54,690.5,148,160,跑步机,2025-09-14T09:32:47.559062
1326,27,游泳,2025-08-29,32,346.4,150,176,跑步机,2025-08-29T09:32:47.559062
1327,27,游泳,2025-07-11,38,450.8,137,161,杠铃,2025-07-11T09:32:47.559062
1328,27,力量训练,2025-09-03,82,659.6,142,163,瑜伽垫,2025-09-03T09:32:47.559062
1329,27,普拉提,2026-01-06,50,272.9,147,172,跑步机,2026-01-06T09:32:47.559062
1330,27,动感单车,2025-07-06,40,462.8,147,173,拳击沙袋,2025-07-06T09:32:47.559062
1331,27,动感单车,2025-06-22,51,634.1,114,126,动感单车,2025-06-22T09:32:47.559062
1332,27,跑步,2025-11-29,53,500.1,145,155,瑜伽垫,2025-11-29T09:32:47.559062
1333,27,拳击,2025-10-31,53,654.5,115,137,瑜伽垫,2025-10-31T09:32:47.559062
1334,27,游泳,2025-06-26,52,627.6,130,145,杠铃,2025-06-26T09:32:47.559062
1335,27,瑜伽,2025-09-30,43,156.1,117,132,龙门架,2025-09-30T09:32:47.559062
1336,27,椭圆机,2025-06-25,60,502.4,150,173,哑铃,2025-06-25T09:32:47.559062
1337,27,游泳,2025-07-17,27,323.0,144,161,拳击沙袋,2025-07-17T09:32:47.559062
1338,27,椭圆机,2025-12-01,89,755.6,128,144,瑜伽垫,2025-12-01T09:32:47.559062
1339,27,游泳,2025-08-05,58,673.0,147,160,动感单车,2025-08-05T09:32:47.559062
1340,27,力量训练,2025-10-19,22,166.2,123,135,椭圆机,2025-10-19T09:32:47.559062
1341,27,动感单车,2025-06-22,115,1513.7,122,139,史密斯机,2025-06-22T09:32:47.559062
1342,27,椭圆机,2025-12-22,120,1013.7,137,157,史密斯机,2025-12-22T09:32:47.559062
1343,27,划船机,2025-10-02,76,691.2,147,158,杠铃,2025-10-02T09:32:47.559062
1344,27,游泳,2025-08-19,46,496.8,140,161,史密斯机,2025-08-19T09:32:47.559062
1345,27,爬楼机,2025-06-27,64,649.6,128,138,拳击沙袋,2025-06-27T09:32:47.559062
1346,27,动感单车,2025-12-04,70,848.9,124,152,杠铃,2025-12-04T09:32:47.559062
1347,27,动感单车,2025-06-24,119,1543.9,145,155,史密斯机,2025-06-24T09:32:47.559062
1348,27,游泳,2025-10-17,86,1025.1,129,159,动感单车,2025-10-17T09:32:47.559062
1349,27,动感单车,2025-10-25,22,276.3,126,148,划船机,2025-10-25T09:32:47.559062
1350,27,划船机,2025-09-07,58,559.2,131,142,瑜伽垫,2025-09-07T09:32:47.559062
1351,27,爬楼机,2025-12-04,47,518.8,113,142,史密斯机,2025-12-04T09:32:47.559062
1352,27,游泳,2026-01-14,110,1232.4,127,151,哑铃,2026-01-14T09:32:47.559062
1353,27,游泳,2026-01-19,106,1131.9,124,152,拳击沙袋,2026-01-19T09:32:47.559062
1354,27,瑜伽,2025-11-18,32,136.7,111,124,史密斯机,2025-11-18T09:32:47.559062
1355,27,拳击,2025-07-21,28,386.9,138,167,划船机,2025-07-21T09:32:47.559062
1356,27,跑步,2025-06-28,75,708.3,112,138,划船机,2025-06-28T09:32:47.559062
1357,27,划船机,2025-09-03,48,473.9,123,152,拳击沙袋,2025-09-03T09:32:47.559062
1358,27,力量训练,2026-01-11,34,280.9,121,145,史密斯机,2026-01-11T09:32:47.559062
1359,27,划船机,2025-08-23,40,415.8,134,158,椭圆机,2025-08-23T09:32:47.559062
1360,27,普拉提,2025-10-02,29,145.0,146,176,龙门架,2025-10-02T09:32:47.559062
1361,27,划船机,2025-07-24,38,353.1,128,146,杠铃,2025-07-24T09:32:47.559062
1362,27,瑜伽,2025-06-22,54,232.7,135,161,椭圆机,2025-06-22T09:32:47.559062
1363,27,游泳,2025-08-05,56,644.7,140,161,哑铃,2025-08-05T09:32:47.559062
1364,27,拳击,2025-12-14,33,434.1,132,148,龙门架,2025-12-14T09:32:47.559062
1365,27,跑步,2025-09-06,74,803.6,129,159,划船机,2025-09-06T09:32:47.559062
1366,28,力量训练,2025-03-07,88,636.9,127,149,哑铃,2025-03-07T09:32:47.559261
1367,28,游泳,2026-01-09,53,526.5,125,135,跑步机,2026-01-09T09:32:47.559261
1368,28,游泳,2025-09-20,48,516.5,117,139,动感单车,2025-09-20T09:32:47.559261
1369,28,游泳,2025-09-24,55,613.0,123,153,瑜伽垫,2025-09-24T09:32:47.559261
1370,28,拳击,2025-11-07,24,336.1,127,148,杠铃,2025-11-07T09:32:47.559261
1371,28,瑜伽,2025-04-16,46,194.7,146,161,杠铃,2025-04-16T09:32:47.559261
1372,28,普拉提,2025-02-06,51,279.3,135,163,哑铃,2025-02-06T09:32:47.559261
1373,28,椭圆机,2025-12-30,108,1047.4,121,145,龙门架,2025-12-30T09:32:47.559261
1374,28,爬楼机,2025-05-01,34,391.6,149,160,史密斯机,2025-05-01T09:32:47.559261
1375,28,椭圆机,2025-04-27,47,393.4,131,146,椭圆机,2025-04-27T09:32:47.559261
1376,28,拳击,2025-08-04,111,1322.0,114,135,动感单车,2025-08-04T09:32:47.559261
1377,28,力量训练,2025-07-29,35,297.6,110,140,划船机,2025-07-29T09:32:47.559261
1378,28,爬楼机,2025-04-16,21,236.8,115,131,史密斯机,2025-04-16T09:32:47.559261
1379,28,游泳,2025-03-20,117,1356.1,146,159,动感单车,2025-03-20T09:32:47.559261
1380,28,划船机,2025-06-10,111,1165.5,127,145,瑜伽垫,2025-06-10T09:32:47.559261
1381,28,力量训练,2025-03-14,54,392.1,125,135,哑铃,2025-03-14T09:32:47.559261
1382,28,划船机,2025-11-06,95,989.5,127,154,史密斯机,2025-11-06T09:32:47.559261
1383,28,划船机,2025-03-08,82,787.8,116,135,跑步机,2025-03-08T09:32:47.559261
1384,28,椭圆机,2025-09-22,55,451.2,141,171,跑步机,2025-09-22T09:32:47.559261
1385,28,拳击,2025-09-28,70,819.2,133,150,椭圆机,2025-09-28T09:32:47.559261
1386,28,椭圆机,2025-06-27,25,244.8,128,138,椭圆机,2025-06-27T09:32:47.559261
1387,28,爬楼机,2025-02-04,116,1364.9,127,141,划船机,2025-02-04T09:32:47.559261
1388,28,拳击,2025-04-24,113,1591.7,143,154,龙门架,2025-04-24T09:32:47.559261
1389,28,动感单车,2025-09-11,69,833.6,114,131,椭圆机,2025-09-11T09:32:47.559261
1390,28,动感单车,2025-06-09,90,985.4,145,160,史密斯机,2025-06-09T09:32:47.559261
1391,28,游泳,2025-10-19,37,433.8,148,168,跑步机,2025-10-19T09:32:47.559261
1392,28,椭圆机,2025-05-02,48,434.7,146,159,哑铃,2025-05-02T09:32:47.559261
1393,28,划船机,2025-02-19,66,712.6,145,169,史密斯机,2025-02-19T09:32:47.559261
1394,28,爬楼机,2025-02-04,51,535.6,121,135,龙门架,2025-02-04T09:32:47.559261
1395,28,瑜伽,2025-08-13,70,268.4,132,160,拳击沙袋,2025-08-13T09:32:47.559261
1396,28,椭圆机,2025-07-22,111,1084.0,116,132,哑铃,2025-07-22T09:32:47.559261
1397,28,爬楼机,2025-11-22,64,667.5,117,143,拳击沙袋,2025-11-22T09:32:47.559261
1398,28,力量训练,2025-06-07,103,765.0,143,156,划船机,2025-06-07T09:32:47.559261
1399,28,爬楼机,2025-11-12,108,1173.7,111,135,跑步机,2025-11-12T09:32:47.559261
1400,28,爬楼机,2025-04-01,41,407.4,148,175,跑步机,2025-04-01T09:32:47.559261
1401,28,跑步,2025-12-07,67,707.9,131,143,杠铃,2025-12-07T09:32:47.559261
1402,28,普拉提,2025-02-09,108,593.3,128,150,拳击沙袋,2025-02-09T09:32:47.559261
1403,28,动感单车,2025-07-17,78,862.5,134,154,杠铃,2025-07-17T09:32:47.559261
1404,28,力量训练,2025-04-07,90,780.2,142,166,龙门架,2025-04-07T09:32:47.559261
1405,28,普拉提,2025-08-29,48,228.0,125,143,哑铃,2025-08-29T09:32:47.559261
1406,28,动感单车,2026-01-16,108,1312.6,139,166,龙门架,2026-01-16T09:32:47.559261
1407,28,跑步,2025-02-16,86,850.7,142,153,椭圆机,2025-02-16T09:32:47.559261
1408,28,爬楼机,2025-09-13,47,465.7,112,122,动感单车,2025-09-13T09:32:47.559261
1409,28,力量训练,2026-01-08,93,785.3,120,145,椭圆机,2026-01-08T09:32:47.559261
1410,28,爬楼机,2025-03-18,97,999.9,136,150,瑜伽垫,2025-03-18T09:32:47.559261
1411,28,瑜伽,2025-11-07,109,412.8,123,142,杠铃,2025-11-07T09:32:47.559261
1412,28,拳击,2025-11-02,29,408.9,145,175,拳击沙袋,2025-11-02T09:32:47.559261
1413,28,椭圆机,2025-05-16,92,892.4,123,141,哑铃,2025-05-16T09:32:47.559261
1414,28,游泳,2025-11-14,92,935.7,112,130,动感单车,2025-11-14T09:32:47.559261
1415,28,普拉提,2025-09-02,98,471.4,119,143,史密斯机,2025-09-02T09:32:47.559261
1416,28,拳击,2025-09-21,33,390.6,110,120,椭圆机,2025-09-21T09:32:47.559261
1417,28,瑜伽,2025-04-13,23,95.3,115,126,跑步机,2025-04-13T09:32:47.559261
1418,28,普拉提,2025-03-16,80,427.5,123,151,哑铃,2025-03-16T09:32:47.559261
1419,28,爬楼机,2025-08-16,61,614.3,129,151,哑铃,2025-08-16T09:32:47.559261
1420,28,力量训练,2025-07-07,23,201.2,129,151,龙门架,2025-07-07T09:32:47.559261
1421,28,划船机,2025-05-05,64,589.0,132,156,拳击沙袋,2025-05-05T09:32:47.559261
1422,28,普拉提,2025-10-14,99,474.8,138,166,动感单车,2025-10-14T09:32:47.559261
1423,28,拳击,2025-04-24,114,1347.5,149,177,椭圆机,2025-04-24T09:32:47.559261
1424,28,拳击,2025-05-26,98,1184.2,127,143,椭圆机,2025-05-26T09:32:47.559261
1425,28,力量训练,2025-07-24,55,437.0,130,150,哑铃,2025-07-24T09:32:47.559261
1426,28,爬楼机,2025-10-29,95,974.3,122,152,拳击沙袋,2025-10-29T09:32:47.559261
1427,28,划船机,2025-09-13,110,1206.3,123,141,哑铃,2025-09-13T09:32:47.559261
1428,28,游泳,2025-11-15,74,832.7,127,150,划船机,2025-11-15T09:32:47.559261
1429,28,椭圆机,2025-04-12,27,221.0,122,135,跑步机,2025-04-12T09:32:47.559261
1430,28,瑜伽,2025-12-10,88,323.9,144,174,瑜伽垫,2025-12-10T09:32:47.559261
1431,29,动感单车,2026-01-17,45,539.4,148,165,史密斯机,2026-01-17T09:32:47.559460
1432,29,力量训练,2025-12-08,22,161.8,145,164,龙门架,2025-12-08T09:32:47.559460
1433,29,跑步,2026-01-11,39,384.6,144,173,史密斯机,2026-01-11T09:32:47.559460
1434,29,划船机,2025-12-03,44,415.0,143,158,杠铃,2025-12-03T09:32:47.559460
1435,29,游泳,2025-12-14,69,733.5,127,155,龙门架,2025-12-14T09:32:47.559460
1436,29,跑步,2025-12-05,106,1115.7,119,134,瑜伽垫,2025-12-05T09:32:47.559460
1437,29,动感单车,2026-01-04,66,732.7,111,129,史密斯机,2026-01-04T09:32:47.559460
1438,29,拳击,2026-01-14,119,1641.8,119,139,史密斯机,2026-01-14T09:32:47.559460
1439,29,游泳,2025-12-03,85,996.6,111,138,史密斯机,2025-12-03T09:32:47.559460
1440,29,划船机,2026-01-06,38,379.6,114,140,龙门架,2026-01-06T09:32:47.559460
1441,29,游泳,2025-12-30,85,1028.1,140,169,椭圆机,2025-12-30T09:32:47.559460
1442,29,力量训练,2025-12-10,43,342.6,144,154,跑步机,2025-12-10T09:32:47.559460
1443,29,力量训练,2025-12-25,30,246.5,132,158,龙门架,2025-12-25T09:32:47.559460
1444,29,椭圆机,2025-12-06,42,354.7,141,166,哑铃,2025-12-06T09:32:47.559460
1445,29,力量训练,2026-01-19,106,765.5,141,162,瑜伽垫,2026-01-19T09:32:47.559460
1446,29,拳击,2025-12-26,81,1058.1,124,145,杠铃,2025-12-26T09:32:47.559460
1447,29,跑步,2025-12-23,67,630.5,112,129,哑铃,2025-12-23T09:32:47.559460
1448,29,跑步,2026-01-07,25,268.8,142,170,划船机,2026-01-07T09:32:47.559460
1449,29,力量训练,2026-01-06,77,590.0,150,163,杠铃,2026-01-06T09:32:47.559460
1450,29,普拉提,2026-01-02,78,415.2,120,142,杠铃,2026-01-02T09:32:47.559460
1451,29,划船机,2026-01-14,85,853.6,127,148,动感单车,2026-01-14T09:32:47.559460
1452,29,瑜伽,2025-12-19,36,148.9,125,144,划船机,2025-12-19T09:32:47.559460
1453,29,划船机,2025-12-12,86,849.6,123,133,哑铃,2025-12-12T09:32:47.559460
1454,29,普拉提,2026-01-12,21,107.1,127,140,划船机,2026-01-12T09:32:47.559460
1455,29,拳击,2026-01-16,120,1443.3,147,163,拳击沙袋,2026-01-16T09:32:47.559460
1456,29,爬楼机,2025-12-30,79,954.0,121,151,瑜伽垫,2025-12-30T09:32:47.559460
1457,29,划船机,2025-12-11,113,1174.1,137,153,划船机,2025-12-11T09:32:47.559460
1458,29,跑步,2025-12-29,115,1077.4,114,130,划船机,2025-12-29T09:32:47.559460
1459,29,爬楼机,2026-01-01,70,718.3,121,140,龙门架,2026-01-01T09:32:47.559460
1460,29,游泳,2025-12-26,20,240.4,110,123,史密斯机,2025-12-26T09:32:47.559460
1461,29,划船机,2025-12-23,43,394.1,130,142,史密斯机,2025-12-23T09:32:47.559460
1462,29,游泳,2025-12-29,92,1059.2,143,166,划船机,2025-12-29T09:32:47.559460
1463,29,动感单车,2025-12-25,62,811.6,111,128,椭圆机,2025-12-25T09:32:47.559460
1464,29,动感单车,2026-01-11,32,366.5,128,153,划船机,2026-01-11T09:32:47.559460
1465,29,普拉提,2025-12-29,52,265.2,125,139,瑜伽垫,2025-12-29T09:32:47.559460
1466,29,划船机,2025-12-24,66,712.3,120,148,哑铃,2025-12-24T09:32:47.559460
1467,29,力量训练,2025-12-16,45,325.8,114,132,龙门架,2025-12-16T09:32:47.559460
1468,29,划船机,2026-01-16,103,994.9,115,136,哑铃,2026-01-16T09:32:47.559460
1469,29,拳击,2026-01-18,105,1343.4,130,142,动感单车,2026-01-18T09:32:47.559460
1470,29,动感单车,2026-01-17,44,484.4,145,166,史密斯机,2026-01-17T09:32:47.559460
1471,29,拳击,2026-01-19,56,753.0,112,125,划船机,2026-01-19T09:32:47.559460
1472,29,划船机,2026-01-16,70,764.1,126,141,哑铃,2026-01-16T09:32:47.559460
1473,29,划船机,2025-12-03,70,731.6,146,164,动感单车,2025-12-03T09:32:47.559460
1474,29,动感单车,2025-12-08,36,418.5,129,139,瑜伽垫,2025-12-08T09:32:47.559460
1475,29,跑步,2026-01-10,101,957.3,140,169,杠铃,2026-01-10T09:32:47.559460
1476,29,瑜伽,2025-12-31,80,331.0,149,171,椭圆机,2025-12-31T09:32:47.559460
1477,29,动感单车,2025-12-19,89,1046.5,121,139,史密斯机,2025-12-19T09:32:47.559460
1478,29,普拉提,2025-12-14,106,527.5,139,154,龙门架,2025-12-14T09:32:47.559460
1479,29,力量训练,2025-12-14,34,293.5,118,143,划船机,2025-12-14T09:32:47.559460
1480,29,划船机,2025-12-24,54,491.1,126,147,杠铃,2025-12-24T09:32:47.559460
1481,29,爬楼机,2025-12-19,103,1186.6,115,132,龙门架,2025-12-19T09:32:47.559460
1482,29,动感单车,2025-12-03,89,1066.2,142,167,史密斯机,2025-12-03T09:32:47.559460
1483,29,力量训练,2025-12-14,27,221.2,110,135,椭圆机,2025-12-14T09:32:47.559460
1484,29,游泳,2026-01-07,71,817.1,132,142,椭圆机,2026-01-07T09:32:47.559460
1485,29,椭圆机,2025-12-13,74,624.2,115,130,杠铃,2025-12-13T09:32:47.559460
1486,30,椭圆机,2025-10-08,37,306.8,147,161,哑铃,2025-10-08T09:32:47.559646
1487,30,瑜伽,2025-10-20,81,319.8,116,144,哑铃,2025-10-20T09:32:47.559646
